qx             qy   <SSQ(qx,qy)> sd(SSQ(qx,qy))
2.74889        4.71239    5.74654e-07              0
2.74889        5.10509    6.64255e-07              0
2.74889        5.49779    3.05946e-07              0
2.74889        5.89049    4.50378e-07              0

3.14159              0    1.68564e-06              0
3.14159       0.392699    9.51309e-08              0
3.14159       0.785398    6.73117e-08              0
3.14159         1.1781    2.16737e-06              0
3.14159         1.5708    1.45641e-07              0
3.14159         1.9635       6.63e-07              0
3.14159        2.35619    9.06387e-07              0
3.14159        2.74889    8.22635e-07              0
3.14159        3.14159    4.24184e-08              0
3.14159        3.53429    8.22635e-07              0
3.14159        3.92699    9.06387e-07              0
3.14159        4.31969       6.63e-07              0
3.14159        4.71239    1.45641e-07              0
3.14159        5.10509    2.16737e-06              0
3.14159        5.49779    6.73117e-08              0
3.14159        5.89049    9.51309e-08              0

3.53429              0    2.67046e-08              0
3.53429       0.392699    4.50378e-07              0
3.53429       0.785398    3.05946e-07              0
3.53429         1.1781    6.64255e-07              0
3.53429         1.5708    5.74654e-07              0
3.53429         1.9635    2.20604e-06              0
3.53429        2.35619    3.44726e-07              0
3.53429        2.74889    5.48151e-07              0
3.53429        3.14159     1.0818e-06              0
3.53429        3.53429    4.40842e-07              0
3.53429        3.92699    5.65661e-07              0
3.53429        4.31969    2.36244e-07              0
3.53429        4.71239    2.79308e-06              0
3.53429        5.10509    2.84746e-07              0
3.53429        5.49779    2.72129e-07              0
3.53429        5.89049    3.86423e-07              0

3.92699              0    9.00782e-07              0
3.92699       0.392699    2.47006e-07              0
3.92699       0.785398    1.43007e-06              0
3.92699         1.1781    2.73344e-09              0
3.92699         1.5708    9.37279e-07              0
3.92699         1.9635    1.84213e-07              0
3.92699        2.35619      3.179e-07              0
3.92699        2.74889    8.79619e-07              0
3.92699        3.14159    4.04047e-07              0
3.92699        3.53429    1.24784e-07              0
3.92699        3.92699    2.44365e-07              0
3.92699        4.31969    3.77728e-07              0
3.92699        4.71239     2.1288e-08              0
3.92699        5.10509    1.91914e-06              0
3.92699        5.49779    1.70304e-07              0
3.92699        5.89049    1.00504e-06              0

4.31969              0    2.52441e-07              0
4.31969       0.392699    9.57388e-07              0
4.31969       0.785398    5.41257e-07              0
4.31969         1.1781    4.80253e-07              0
4.31969         1.5708    2.97314e-07              0
4.31969         1.9635    4.02781e-08              0
4.31969        2.35619    2.05278e-06              0
4.31969        2.74889    2.07051e-06              0
4.31969        3.14159    5.27931e-07              0
4.31969        3.53429    1.09416e-06              0
4.31969        3.92699     1.3192e-06              0
4.31969        4.31969    6.07792e-07              0
4.31969        4.71239     3.7288e-08              0
4.31969        5.10509    5.76302e-07              0
4.31969        5.49779    3.66736e-07              0
4.31969        5.89049    9.12076e-07              0

4.71239              0    1.19809e-07              0
4.71239       0.392699    9.08999e-07              0
4.71239       0.785398    7.50651e-07              0
4.71239         1.1781    2.65408e-07              0
4.71239         1.5708       0.499898              0
4.71239         1.9635    4.92921e-07              0
4.71239        2.35619    5.28841e-07              0
4.71239        2.74889    1.02079e-06              0
4.71239        3.14159    3.87731e-07              0
4.71239        3.53429    1.80072e-06              0
4.71239        3.92699    3.08108e-06              0
4.71239        4.31969    2.00094e-07              0
4.71239        4.71239    5.19195e-07              0
4.71239        5.10509    6.26496e-07              0
4.71239        5.49779    5.40191e-07              0
4.71239        5.89049    8.74461e-07              0

5.10509              0    4.56967e-07              0
5.10509       0.392699    9.41371e-08              0
5.10509       0.785398    3.05309e-09              0
5.10509         1.1781    5.89134e-07              0
5.10509         1.5708    2.58924e-07              0
5.10509         1.9635    5.41151e-07              0
5.10509        2.35619    2.56001e-07              0
5.10509        2.74889    1.26368e-06              0
5.10509        3.14159    3.17845e-06              0
5.10509        3.53429    1.72972e-07              0
5.10509        3.92699    2.03124e-07              0
5.10509        4.31969    6.60449e-07              0
5.10509        4.71239    2.49011e-08              0
5.10509        5.10509    2.82359e-07              0
5.10509        5.49779    2.18819e-06              0
5.10509        5.89049    4.64615e-07              0

5.49779              0    7.59288e-07              0
5.49779       0.392699    3.72782e-07              0
5.49779       0.785398    1.44235e-07              0
5.49779         1.1781    1.15204e-07              0
5.49779         1.5708     1.1407e-07              0
5.49779         1.9635    2.40918e-07              0
5.49779        2.35619    1.51153e-06              0
5.49779        2.74889    3.34559e-06              0
5.49779        3.14159    4.93862e-08              0
5.49779        3.53429    1.78068e-09              0
5.49779        3.92699    4.13173e-08              0
5.49779        4.31969    4.13177e-06              0
5.49779        4.71239    1.63813e-06              0
5.49779        5.10509    1.18099e-06              0
5.49779        5.49779    1.53945e-06              0
5.49779        5.89049    1.09235e-06              0

5.89049              0    4.25442e-06              0
5.89049       0.392699     3.8414e-07              0
5.89049       0.785398    9.54023e-07              0
5.89049         1.1781     6.8776e-07              0
5.89049         1.5708    4.18114e-07              0
5.89049         1.9635    3.57497e-07              0
5.89049        2.35619    6.33271e-07              0
5.89049        2.74889    8.28476e-07              0
5.89049        3.14159    3.03009e-06              0
5.89049        3.53429    6.50491e-07              0
5.89049        3.92699    3.06833e-08              0
5.89049        4.31969    7.49243e-07              0
5.89049        4.71239    4.00584e-06              0
5.89049        5.10509    8.60994e-07              0
5.89049        5.49779    1.17377e-06              0
5.89049        5.89049    4.10514e-07              0

